Area,Year,Month,Time,Crime Type,Latitude,Longitude
R.T.nagar,2017,8,,PUBLIC SAFETY,13.0262,77.589
R.T.nagar,2017,2,,NEGLIGENT ACT,13.0207,77.5925
R.T.nagar,2016,9,,PUBLIC SAFETY,13.0393,77.5895
R.T.nagar,2018,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0256,77.5852
R.V ROAD,2017,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9487,77.5724
R.V ROAD,2017,7,,NEGLIGENT ACT,12.9422,77.5712
R.V ROAD,2016,11,,PUBLIC SAFETY,12.9426,77.5711
RACE COURSE ROAD,2021,9,,KARNATAKA POLICE ACT 1963,12.9853,77.5803
RACE COURSE ROAD,2023,6,,CHEATING,12.5925,77.3458
RACE COURSE ROAD,2017,10,,CHEATING,12.5902,77.3452
RACE COURSE ROAD,2019,1,,THEFT,12.5903,77.3512
RACE COURSE ROAD,2022,4,,THEFT,12.9902,77.593
RACE COURSE ROAD,2022,7,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9838,77.5793
RAGAHVENDRA LAYOUT,2016,11,,CrPC,12.5312,77.353
RAGIHALLI,2023,5,,MOTOR VEHICLE ACCIDENTS FATAL,12.8002,77.5989
RAHDA REDDY LAYOUT,2022,11,,MISSING PERSON,12.9004,77.6876
RAHDA REDDY LAYOUT,2019,7,,THEFT,12.9035,77.6881
RAJAGOPALA NAGARA,2016,1,,MISSING PERSON,13.0146,77.5123
RAJAGOPALA NAGARA,2016,3,,MOLESTATION,13.0132,77.5192
RAJAGOPALA NAGARA,2017,9,,CHEATING,13.0102,77.3028
RAJAJINAGAR D BLOCK,2016,10,,THEFT,13.0,77.5557
RAJAJINAGAR D BLOCK,2017,3,,ATTEMPT TO MURDER,77.555,13.0002
RAJAJINAGAR R BLOCK,2017,7,,THEFT,13.0091,77.5497
RAJAJINAGAR R BLOCK,2017,3,,CrPC,12.9985,77.5523
RAJAJINAGAR R BLOCK,2016,12,,THEFT,13.005,77.5498
RAJAJINAGARA,2023,1,,PUBLIC SAFETY,12.9957,77.5547
RAJAJINAGARA,2017,9,,NEGLIGENT ACT,1.30139,7.73322
RAJAJINAGARA,2022,12,,PUBLIC SAFETY,12.9898,77.556
RAJAJINAGARA ENTRENCE,2023,10,,CYBER CRIME,12.9754,77.5483
RAJAPURA,2024,1,,THEFT,12.7766,77.6743
RAJENDRA NAGARA,2023,7,,THEFT,12.9271,77.6238
RAJENDRA NAGARA,2022,7,,MISSING PERSON,12.9467,77.6189
RAJENDRA NAGARA,2021,11,,ARMS ACT  1959,12.9469,77.6173
RAMACHANDRAPURA,2021,9,,KIDNAPPING AND ABDUCTION,12.9035,77.5412
RAMAGONDANAHALLI,2022,5,,CASES OF HURT,12.9589,77.7219
RAMAGONDANAHALLI,2022,7,,MOLESTATION,13.131,77.5738
RAMAGONDANAHALLI,2023,10,,CYBER CRIME,12.9829,77.7488
RAMAIAH LAYOUT,2023,8,,CASES OF HURT,6.75278,68.1815
RAMANJANEYA NAGARA,2019,9,,CHEATING,77.5669,12.8806
RAMARAO LAYOUT,2019,3,,THEFT,12.9291,77.5494
RAMCHANDRAPURA,2023,12,,PUBLIC SAFETY,12.9913,77.5663
RANGARAO ROAD,2018,11,,THEFT,12.9495,77.568
RANOJI RAO ROAD,2023,3,,KIDNAPPING AND ABDUCTION,12.9433,77.5708
REVANNA LAYOUT,2022,7,,CRIMES RELATED TO WOMEN,13.0048,77.7041
RHP ROAD,2018,4,,THEFT,77.6052,12.9732
RHP ROAD,2017,2,,CYBER CRIME,12.972,77.6036
ROSE GARDEN NEELASANDRA,2020,12,,THEFT,12.9542,77.6161
ROSE GARDEN NEELASANDRA,2019,6,,POCSO,77.6164,12.9531
ROSE GARDEN NEELASANDRA,2023,5,,MISSING PERSON,12.9529,77.6168
ROYAL COUNTY,2016,12,,THEFT,77.5669,12.8818
RP ROAD,2018,12,,MISSING PERSON,12.9224,77.4793
RP ROAD,2023,7,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9275,77.4722
RP ROAD,2023,1,,THEFT,12.9186,77.4828
RP ROAD,2023,7,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9258,77.4854
RP ROAD,2022,3,,THEFT,12.5451,77.2843
RUDRAPPA GARDEN,2018,10,,CRIMINAL INTIMIDATION,12.9603,77.5642
RUDRAPPA GARDEN,2020,1,,ROBBERY,12.9603,77.5569
RV COLLEGE BUS STOP,2023,9,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9245,77.4983
Raghavendra Matta,2021,12,,Failure to appear to Court,12.9229,77.6051
Raghuvanahalli,2023,12,,CRIMINAL INTIMIDATION,13.0658,77.7456
Ramaiah layout,2023,11,,PUBLIC SAFETY,12.1924,77.0616
Ramaiah layout,2023,11,,THEFT,12.1924,77.0616
Rampura,2020,9,,ROBBERY,13.0617,77.7166
Rampura,2024,3,,BURGLARY - NIGHT,13.1495,77.781
Rampura,2024,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0844,77.7141
Relaince market,2023,3,,ATTEMPT TO MURDER,77.6943,13.6599
Relaince market,2018,10,,CASES OF HURT,13.0286,77.5283
Richmand road,2018,10,,THEFT,12.9734,77.6148
Richmond town,2023,2,,Karnataka State Local Act,12.9696,77.6065
Richmond town,2019,4,,PORNOGRAPHY,77.6066,12.9694
Richmond town,2019,1,,MOLESTATION,77.6064,12.9646
Roopena Agrahara,2023,10,,THEFT,12.9072,77.6285
S C ROAD,2023,5,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9926,77.5723
S M ROAD,2018,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0438,77.5587
S M ROAD,2018,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0486,77.5465
S M ROAD,2017,11,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0438,77.5612
S M ROAD,2023,4,,PUBLIC SAFETY,13.0488,77.5492
S R Nagara,2021,2,,THEFT,12.9643,77.5942
S R Nagara,2022,9,,THEFT,12.9665,77.5945
S R Nagara,2022,6,,THEFT,12.966,77.5942
S R S Road,2017,3,,ROBBERY,77.528,13.0321
S S TEMPLE ROAD,2022,8,,MISSING PERSON,12.9534,77.5742
S.BANGIPURA,2023,7,,MISSING PERSON,12.831,77.6373
S.V.G Nagar,2024,1,,MISSING PERSON,12.9741,77.525
SADASHIVANAGAR,2022,12,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9988,77.5921
SADASHIVANAGAR,2018,10,,THEFT,13.0036,77.3516
SADASHIVANAGAR,2020,2,,BURGLARY - DAY,13.0373,77.5689
SADASHIVANAGAR,2021,10,,ARSON,13.0142,77.5738
SADASHIVANAGAR,2016,8,,THEFT,77.579,13.0085
SADASHIVANAGAR,2016,11,,CYBER CRIME,77.5795,13.0133
SADASHIVANAGAR,2021,8,,THEFT,13.0141,77.5828
SADASHIVANAGAR,2021,12,,CASES OF HURT,13.0111,77.5777
SAMPIGEHALLI,2024,2,,CYBER CRIME,13.0757,77.6334
SANJAYA NAGAR,2017,2,,NEGLIGENT ACT,13.0425,77.5732
SANJAYA NAGAR,2016,7,,PUBLIC SAFETY,13.0359,77.5891
SANJAYA NAGAR,2019,2,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0341,77.8712
SANTHOSH NAGAR,2023,10,,THEFT,13.0023,77.0311
SARJAPURA,2023,2,,THEFT,12.8836,77.7524
SARJAPURA,2023,1,,MISSING PERSON,12.8779,77.7678
SARJAPURA,2020,12,,CASES OF HURT,12.9089,77.7945
SARJAPURA,2022,6,,THEFT,12.894,77.8171
SATELITE BUS STAND,2017,6,,MISSING PERSON,12.9434,77.5498
SATELITE BUS STAND,2018,11,,CRIMES RELATED TO WOMEN,12.9466,77.5426
SATELITE BUS STAND,2018,1,,CHEATING,12.9465,77.5428
SATELITE BUS STAND,2018,3,,THEFT,12.9466,77.5426
SATYAMMANAKUTE,2021,4,,KARNATAKA POLICE ACT 1963,77.557,12.9096
SBM COLONY,2017,7,,CRUELTY BY HUSBAND,77.5584,13.0289
SBM COLONY,2020,1,,CRUELTY BY HUSBAND,77.5562,13.0359
SECOND BLOCK,2017,11,,THEFT,12.985,77.5578
SECOND BLOCK,2023,12,,CASES OF HURT,12.985,77.5578
SECOND BLOCK,2016,8,,MISCHIEF,12.9925,77.5544
SEEKAYANAHALLI,2023,11,,CHEATING,13.2795,77.625
SERPENTAIN ROAD,2022,3,,CRIMINAL BREACH OF TRUST,12.9954,77.5777
SHAMBUPALYA,2024,1,,THEFT,12.9867,77.6058
SHAMBUPALYA,2016,6,,Karnataka State Local Act,77.5791,12.9635
SHAMBUPALYA,2019,5,,MISSING PERSON,12.9601,77.5816
SHANKARA NAGARA,2018,12,,BURGLARY - NIGHT,13.0125,77.5434
SHANKARA NAGARA,2019,8,,SUICIDE,13.0125,77.5434
SHANKARMUT ROAD,2023,4,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9519,77.5727
SHIRKE,2022,10,,MISSING PERSON,12.927,77.4876
SHIRKE APPARTMENTS,2018,2,,DEATHS DUE TO RASHNESS/NEGLIGENCE,12.9065,77.4994
SHIRKE APPARTMENTS,2016,9,,CHEATING,12.9302,77.4891
SHIVANAGARA,2016,10,,KIDNAPPING AND ABDUCTION,12.9887,77.5455
SHIVANAGARA,2016,6,,THEFT,77.5396,12.9977
SIDDAIAH ROAD LEFT SIDE,2021,4,,THEFT,12.9537,77.5868
SIDDARTHANAGAR PEENYA PLANTATION,2024,2,,CASES OF HURT,13.046,77.5222
SILIVER JUBILI ROAD,2023,6,,PUBLIC SAFETY,12.9645,77.584
SILUVEPURA,2021,3,,MISSING PERSON,13.0791,77.5132
SILUVEPURA,2021,2,,CASES OF HURT,13.1037,77.4809
SILUVEPURA,2023,11,,THEFT,13.0621,77.5063
SINGASANDRA,2021,4,,THEFT,12.8859,77.6462
SINGASANDRA,2021,7,,MISSING PERSON,12.8836,77.653
SINGENA AGRAHARA,2021,1,,MISSING PERSON,12.8068,77.697
SINGENA AGRAHARA,2019,4,,THEFT,12.86,77.7058
SINGENA AGRAHARA,2022,9,,BURGLARY - NIGHT,12.8477,77.7253
SINGRAHALLI,2022,3,,Karnataka State Local Act,13.2264,77.5857
SOMASUNDARAPALYA,2023,11,,BURGLARY - NIGHT,12.9636,77.6325
SONNENA HALLI,2023,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9299,77.474
SOUTH DVN,2023,11,,CYBER CRIME,12.886,77.5341
SOUTH DVN,2023,11,,CYBER CRIME,12.9457,77.5915
SOUTH DVN,2024,1,,CYBER CRIME,12.9117,77.5173
SOUTH DVN,2023,11,,CYBER CRIME,12.9011,77.5721
SOUTH DVN,2023,9,,CYBER CRIME,12.5469,77.598
SOUTH DVN,2024,2,,CYBER CRIME,12.9061,77.5993
SOUTH DVN,2024,3,,CYBER CRIME,12.8869,77.5542
SOUTH DVN,2023,12,,CYBER CRIME,12.9337,77.5714
SOUTH DVN,2023,11,,CYBER CRIME,12.919,77.5945
SOUTH DVN,2024,3,,CYBER CRIME,12.9233,77.545
SOUTH DVN,2023,12,,CYBER CRIME,12.9295,77.5679
SREEGANDHADA KAVAL,2022,3,,KIDNAPPING AND ABDUCTION,12.9894,77.5017
SRINAGARA,2022,12,,CRIMES RELATED TO WOMEN,12.9469,77.5573
SRINAGARA,2023,4,,NEGLIGENT ACT,12.9381,77.5651
SRINIDHI LAYOUT,2022,7,,MISSING PERSON,12.879,77.5696
SRINIDHI LAYOUT,2022,7,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.878,77.57
SRINIVASA NAGARA,2023,12,,MISSING PERSON,12.9368,77.554
SRINIVASA THEATER,2018,11,,MOTOR VEHICLE ACCIDENTS FATAL,12.8712,77.5664
SRIRAMPURA,2022,6,,CASES OF HURT,12.992,77.5691
SSI area,2023,10,,THEFT,12.457,77.2365
STATE HIGHWAY ROAD SANTHEGATE TO LAKSHMIPURA GATE PETROL BUNK,2024,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1013,77.821
SUBASH NAGARA,2023,5,,Karnataka State Local Act,12.9253,77.4823
SUBMANGALA,2022,4,,THEFT,12.7128,77.7064
SUBRAMANYA NAGAR,2016,12,,CYBER CRIME,13.0115,77.5583
SUBRAMANYA NAGAR,2023,2,,MISSING PERSON,13.009,77.5547
SUBRAMANYA NAGAR,2019,3,,THEFT,13.0092,77.5548
SUBRAMANYANAGAR,2023,10,,PUBLIC SAFETY,13.0038,77.5489
SULIBELE,2023,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.1913,77.7951
SULTHANPALYA,2021,5,,THEFT,13.0317,77.5999
SULTHANPET POOTPATH,2019,11,,CASES OF HURT,12.9708,77.5737
SUNKADAKATTE,2022,11,,CRIMES RELATED TO WOMEN,12.9961,77.506
SUNKADAKATTE,2023,7,,CYBER CRIME,12.995,77.5059
SUNKADAKATTE,2023,6,,KIDNAPPING AND ABDUCTION,12.991,77.5077
SUNKENAHALLI,2022,10,,CHEATING,12.9437,77.562
SURAGAJAKKANAHALLI,2022,2,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7084,77.6865
SURAGAJAKKANAHALLI,2022,10,,MISSING PERSON,12.7078,77.6707
Safina Tower,2021,1,,CHEATING,12.9836,77.5967
Sandyagappa Reddy Lay Out,2023,12,,CRIMINAL INTIMIDATION,13.0604,77.6107
Satelite Bus Stand,2023,2,,THEFT,12.9541,77.544
Satelite Bus Stand,2022,12,,THEFT,12.9105,77.4841
Sena Vihar,2023,11,,CHEATING,13.0033,77.1246
Service Road,2018,6,,KARNATAKA POLICE ACT 1963,12.9908,77.5465
Seventh Block Jayanagar,2023,10,,THEFT,12.9236,77.5794
Shamanna Garden,2021,8,,POCSO,12.9571,77.5418
Shankarapua,2015,,,Kidnap,12.90795681,77.53644101
Shanthinagar,2017,6,,THEFT,77.6015,12.9599
Shanthinagar,2016,3,,THEFT,77.6005,12.9621
Shanthinagar,2018,4,,CHEATING,77.3634,12.5805
Shivagange,2020,2,,MISSING PERSON,13.1684,77.2682
Siddapura,2019,,,Kidnap,12.95585487,77.57783568
Siddapura,2019,,,Kidnap,12.89281339,77.56663005
Siddapura,2016,,,Kidnap,12.927006,77.551285
Siddapura,2017,,,Kidnap,12.873222,77.534888
Singanayakanahalli,2023,10,,BURGLARY - DAY,13.1509,77.5698
Snehanagar,2023,9,,CYBER CRIME,13.2562,77.2365
Southeast,2024,1,,CYBER CRIME,12.8497,77.5644
Southeast,2024,2,,CYBER CRIME,12.9199,77.5942
Southeast,2024,2,,CYBER CRIME,12.8778,77.6055
Southeast,2024,3,,CYBER CRIME,12.9258,77.6505
Southeast,2023,10,,CYBER CRIME,12.8998,77.6348
Southeast,2022,12,,CYBER CRIME,12.9166,77.6101
St. Marks Road,2018,3,,CHEATING,77.5957,12.9714
St. Marks Road,2018,1,,CHEATING,12.9722,77.5963
St. Marks Road,2024,1,,INSULTING MODESTY OF WOMEN (EVE TEASING),12.9763,77.5983
St. Marks Road,2020,8,,Karnataka State Local Act,12.9704,77.6003
Subhedhar Palya,2020,1,,MISSING PERSON,77.5608,13.0244
Subhedhar Palya,2021,4,,MOLESTATION,77.5616,13.0214
Subramanyapura,2018,,,Assault,12.845799,77.584087
Subramanyapura,2015,,,Assault,12.945278,77.595524
Subramanyapura,2017,,,Assault,12.934824,77.56557
Subramanyapura,2017,,,Assault,12.88086,77.57472
Subramanyapura,2018,,,Assault,12.9901083,77.6641461
Subramanyapura,2015,,,Assault,12.88849116,77.55160999
Subramanyapura,2015,,,Assault,12.9154534,77.54004271
Subramanyapura,2015,,,Assault,12.89071518,77.5768453
Suggatta,2024,1,,CASES OF HURT,13.1691,77.635
T B ROAD,2018,7,,MISSING PERSON,77.5758,12.9762
T DASARAHALLI,2022,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0163,77.4839
T DASARAHALLI,2023,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0254,77.492
T DASARAHALLI,2023,4,,PUBLIC SAFETY,13.0426,77.5143
T DASARAHALLI,2022,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0161,77.5061
T DASARAHALLI,2023,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0442,77.5053
T DASARAHALLI,2023,4,,PUBLIC SAFETY,13.0257,77.5206
T DASARAHALLI,2016,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0457,77.5058
T DASARAHALLI,2017,8,,NEGLIGENT ACT,13.0454,77.5073
T DASARAHALLI,2022,2,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0424,77.5146
T DASARAHALLI,2016,7,,PUBLIC SAFETY,13.0394,77.5184
T DASARAHALLI,2016,11,,NEGLIGENT ACT,13.0452,77.5073
T DASARAHALLI,2016,3,,PUBLIC SAFETY,13.0454,77.5073
T DASARAHALLI,2016,3,,PUBLIC SAFETY,13.0453,77.5071
T DASARAHALLI,2018,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0413,77.5192
T DASARAHALLI,2017,11,,NEGLIGENT ACT,13.0401,77.5183
T DASARAHALLI,2023,4,,PUBLIC SAFETY,13.0257,77.5206
T DASARAHALLI,2023,7,,PUBLIC SAFETY,13.0454,77.5073
T DASARAHALLI,2016,11,,MOTOR VEHICLE ACCIDENTS NON-FATAL,77.52,13.0472
T RAMAIAH GARDEN,2022,5,,COPY RIGHT ACT 1957,12.8697,77.6164
T RAMAIAH GARDEN,2024,3,,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,12.8715,77.5939
T. HOSAHALLI,2021,7,,CRIMINAL TRESPASS,13.2439,77.5997
T.C.PALY,2019,6,,CRIMES RELATED TO WOMEN,13.0104,77.7028
T.C.PALY,2024,2,,THEFT,13.0191,77.1254
T.C.PALY,2023,3,,CASES OF HURT,13.0023,77.5697
T.C.PALYA,2023,4,,MOLESTATION,13.01,77.64
T.C.PALYA,2018,3,,THEFT,13.0168,77.7181
T.C.PALYA,2018,5,,CRIMES RELATED TO WOMEN,13.1362,77.7067
T.C.PALYA,2022,11,,RAPE,13.0186,77.7049
T.C.PALYA,2016,10,,POCSO,13.0239,77.7072
T.C.PALYA,2023,10,,MISSING PERSON,13.0143,77.7069
T.C.PALYA,2017,11,,MISSING PERSON,13.0082,77.6952
T.C.PALYA,2016,9,,CASES OF HURT,13.0245,77.6945
T.Dasarahalli,2018,7,,THEFT,13.025,77.4812
T.Dasarahalli,2018,11,,THEFT,13.0299,77.4909
T.Dasarahalli,2022,2,,THEFT,13.0432,77.5003
T.Dasarahalli,2022,5,,CRIMES RELATED TO WOMEN,13.036,77.4832
T.Dasarahalli,2019,12,,SCHEDULED CASTE AND THE SCHEDULED TRIBES,13.0396,77.4959
TARABANA HALLI,2018,1,,KARNATAKA POLICE ACT 1963,13.0434,77.312
TARABANA HALLI,2018,2,,MISSING PERSON,13.0434,77.312
TAVAREKERE,2022,11,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1247,77.9019
TAVAREKERE,2016,5,,CHEATING,12.9296,77.6068
TAVAREKERE,2022,2,,MOTOR VEHICLE ACCIDENTS FATAL,13.1617,77.8722
TAVAREKERE,2016,7,,ROBBERY,12.9263,77.6057
THAPASIHALLI,2019,5,,MISSING PERSON,13.3136,77.5386
THAPASIHALLI,2023,12,,BURGLARY - NIGHT,13.3333,77.5319
THAYAPPA GARDEN,2023,9,,BURGLARY - NIGHT,12.9599,77.5989
THIMAIAH GARDEN,2021,7,,DACOITY,13.016,77.5977
THIMMASANDRA,2021,2,,KARNATAKA POLICE ACT 1963,13.1266,77.5109
THIMMASANDRA,2020,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1475,77.5646
THIRD BLOCK,2017,11,,WRONGFUL RESTRAINT/CONFINEMENT,77.5578,12.9849
THIRD BLOCK,2023,10,,MOLESTATION,12.985,77.5578
THORE HONNASANDRA,2023,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9961,77.3285
THOTANAHALLI,2024,1,,MISSING PERSON,13.1823,77.2991
TILAKNAGAR,2023,11,,MISSING PERSON,12.9653,77.5979
TIPPAGONDANAHALLI,2021,2,,THEFT,13.1158,77.3661
TIPPUNAGAR,2021,8,,Failure to appear to Court,12.9596,77.5652
TMN Street,2018,9,,CASES OF HURT,12.9693,77.6536
TYAGARAJ ROAD,2023,1,,MISSING PERSON,12.7085,77.6946
TYAGARAJ ROAD,2019,8,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.7174,77.6952
Tarabanahalli,2023,10,,THEFT,13.1898,77.6751
Telecom layout,2020,1,,MISSING PERSON,13.0718,77.6163
Thalaghtappura,2017,,,Assault,12.937026,77.536434
Thalaghtappura,2016,,,Assault,12.90769453,77.57198522
Thalaghtappura,2018,,,Assault,12.86825,77.582154
Thalaghtappura,2016,,,Assault,12.89819504,77.56937533
Thimmaiah Road,2018,6,,MISSING PERSON,12.9943,77.5487
Thimmaiah Road,2018,7,,THEFT,13.0002,77.5329
Thindlu,2023,12,,CYBER CRIME,13.022,77.5923
Thirumalasettahalli,2020,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9935,77.7967
Thirumalasettahalli,2024,3,,MISSING PERSON,12.9699,77.6319
Thirumalasettahalli,2023,11,,MISSING PERSON,12.9876,77.7824
Thirumenahalli,2022,5,,FORGERY,13.0945,77.7507
Tigalarapalya,2024,1,,THEFT,12.9868,77.4914
Twelth main road,2016,7,,PUBLIC SAFETY,13.0001,77.552
Twelth main road,2017,4,,NEGLIGENT ACT,1.25923,7.73314
U.A.S LAYOUT,2017,8,,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),13.0254,77.5823
U.A.S LAYOUT,2022,10,,CHEATING,13.0358,77.575
U.A.S LAYOUT,2024,2,,CHEATING,6.85237,97.259
UDAYANAGAR,2024,1,,THEFT,12.9968,77.693
ULSOOR PS,2023,11,,CRIMES RELATED TO WOMEN,12.9853,77.6009
UNANI MEDICAL HOSPITAL,2023,8,,CYBER CRIME,12.9943,77.5123
UPPARAHALLI,2022,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0888,77.7823
Ullal,2024,2,,MISCHIEF,12.9521,77.4708
Ullas Talkies road,2017,4,,NEGLIGENT ACT,1.30455,7.73222
Upakar Layout,2022,12,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9534,77.4858
V V Puram,2015,,,Assault,12.928528,77.553422
V V Puram,2019,,,Assault,12.94567,77.55906
V V Puram,2018,,,Assault,12.927112,77.550283
V V Puram,2016,,,Assault,12.5614,77.3323
V.B. LAYOUT,2019,8,,THEFT,13.0066,77.699
V.B. LAYOUT,2023,10,,SCHEDULED CASTE AND THE SCHEDULED TRIBES,13.0094,77.7001
V.B. LAYOUT,2017,1,,MISSING PERSON,13.0084,77.6923
V.B. LAYOUT,2019,4,,THEFT,13.0104,77.7028
V.B. LAYOUT,2019,9,,THEFT,13.0066,77.699
V.V PURAM,2016,10,,DACOITY,12.9515,77.5756
V.V PURAM,2023,7,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9526,77.5739
VABASANDRA,2022,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1179,77.7729
VADDAHALLI,2021,4,,CHEATING,13.223,77.9454
VALAGERE HALLI POLICE QUARTARS,2023,10,,CYBER CRIME,12.9002,77.5084
VALLABHANAGAR,2016,6,,MOLESTATION,77.5438,12.9051
VALLABHANAGAR,2016,11,,ROBBERY,77.5475,12.9011
VANAKANAHALLI,2022,5,,MOTOR VEHICLE ACCIDENTS FATAL,12.6741,77.6866
VARTHUR,2022,9,,THEFT,12.9359,77.7446
VARTHUR,2022,1,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9346,77.7459
VARTHUR,2023,7,,CYBER CRIME,12.9423,77.7436
VARTHUR,2022,10,,MISSING PERSON,12.9346,77.7554
VARTHUR,2018,12,,CASES OF HURT,12.9427,77.7521
VARTHUR,2016,5,,NEGLIGENT ACT,12.9425,77.7443
VARTHUR MAIN ROAD,2023,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9557,77.6881
VARTHUR SARJAPURA MAIN ROAD,2023,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.89,77.7314
VARTHUR WHITEFIELD MAIN ROAD,2023,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9684,77.7479
VASANTH NAGAR,2019,3,,CASES OF HURT,12.5937,77.3552
VASANTH NAGAR,2023,10,,CRUELTY BY HUSBAND,12.5939,77.3534
VASANTH NAGAR,2022,12,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9941,77.5947
VASANTHAPURA GUDDA,2021,10,,CRIMINAL INTIMIDATION,77.5738,12.8802
VEERABHADRA NAGARA,2023,11,,BURGLARY - DAY,12.939,77.5347
VEERAGHAVANAPALYA,2020,10,,THEFT,13.1171,77.3719
VEERASANDRA GATE,2021,11,,CHEATING,12.838,77.6441
VEERASANDRA GATE,2022,3,,SUICIDE,12.8418,77.6754
VELLARA JUCTION TO ELGIN APARTMENT HOSUR ROAD,2023,10,,THEFT,12.962,77.6041
VELLARA JUCTION TO ELGIN APARTMENT HOSUR ROAD,2022,5,,THEFT,12.965,77.5971
VENKATESHWARA LAYOUT,2019,5,,THEFT,12.8357,77.6999
VENKATESHWARA NAGAR,2017,7,,CHEATING,12.959,77.5417
VENKATESHWARA NAGAR,2017,6,,PUBLIC SAFETY,12.953,77.5413
VENKATESHWARA NAGAR,2017,2,,THEFT,12.958,77.54
VGBCS LAYOUT,2023,4,,Disobedience to Order Promulgated by PublicServan,13.0041,77.5306
VICTORIA HOSPITAL NEW OPD,2019,6,,MOLESTATION,12.9621,77.5716
VIDYA NAGAR,2023,12,,CHEATING,12.934,77.5469
VIDYARANYAPURA,2024,2,,CYBER CRIME,13.0843,77.5645
VIGNANA NAGARA,2023,1,,THEFT,12.9644,77.6871
VINAYAKA LAYOUT,2024,2,,CHEATING,12.9599,77.4908
VINOBANAGARA,2021,1,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9724,77.5806
VINOBANAGARA,2022,5,,CASES OF HURT,12.9595,77.5831
VISHWANATHAPURA,2021,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.2638,77.6828
VISHWANATHAPURA,2020,2,,MOTOR VEHICLE ACCIDENTS FATAL,13.2719,77.6477
VISHWAPRIYA LAYOUT,2024,1,,CHEATING,12.84,77.6632
VR PURA,2017,12,,MURDER,13.0051,77.5797
VR PURA,2019,12,,MISSING PERSON,13.0027,77.5794
VSOUTH CROSS ROAD,2017,1,,CRIMINAL INTIMIDATION,12.9359,77.5735
VSOUTH CROSS ROAD,2017,2,,CrPC,12.9358,77.5749
VYDEHI CIRCLE,2023,12,,CYBER CRIME,12.9821,77.7509
VYDEHI CIRCLE,2023,8,,MISSING PERSON,12.9839,77.7381
VYDEHI WHITEFIELD,2024,2,,CYBER CRIME,12.9798,77.7616
Vajarahalli,2023,7,,NEGLIGENT ACT,13.1028,77.4022
Veerasandra gate junction,2021,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8399,77.6769
Victoria Layout,2021,8,,DACOITY,12.9616,77.6169
Vidhanasoudha,2024,1,,OFFENCES PROMOTING ENEMITY,12.9847,77.5896
Vinayakalayout,2020,2,,DACOITY,12.9522,77.5177
Vinayakanagar,2023,12,,BURGLARY - NIGHT,12.9563,77.5892
